Geography,Geographic Area Name,County,State,Population,Median Income,Median Income Rank,Mean Income,Mean Income Rank,Weighted Education Score,Weighted Education Rank
0500000US20073,"Greenwood County, Kansas",Greenwood County,Kansas,4713,51812,2418,77264,1757,2.641205177,1787
0500000US20075,"Hamilton County, Kansas",Hamilton County,Kansas,1756,58750,1782,72397,2175,2.538724374,2295
0500000US20077,"Harper County, Kansas",Harper County,Kansas,4087,53032,2318,67153,2567,2.573525814,2137
0500000US20079,"Harvey County, Kansas",Harvey County,Kansas,25849,70685,780,84841,1151,2.899647955,665
0500000US20081,"Haskell County, Kansas",Haskell County,Kansas,2735,66458,1090,89104,892,2.438025594,2743
0500000US20083,"Hodgeman County, Kansas",Hodgeman County,Kansas,1360,63125,1363,79682,1561,2.892647059,689
0500000US20085,"Jackson County, Kansas",Jackson County,Kansas,10043,70385,804,81146,1447,2.746490093,1255
0500000US20087,"Jefferson County, Kansas",Jefferson County,Kansas,14266,74562,599,93904,664,2.80730408,992
0500000US20089,"Jewell County, Kansas",Jewell County,Kansas,2331,47109,2716,71540,2251,2.682968683,1578
0500000US20091,"Johnson County, Kansas",Johnson County,Kansas,465532,103644,95,138482,80,3.49204566,23
0500000US20093,"Kearny County, Kansas",Kearny County,Kansas,2776,68750,919,83545,1246,2.426152738,2789
0500000US20095,"Kingman County, Kansas",Kingman County,Kansas,5765,59640,1697,79373,1591,2.786470078,1082
0500000US20097,"Kiowa County, Kansas",Kiowa County,Kansas,1888,70347,809,89071,895,2.782838983,1101
0500000US20099,"Labette County, Kansas",Labette County,Kansas,15234,56143,2050,71778,2228,2.747538401,1251
0500000US20101,"Lane County, Kansas",Lane County,Kansas,1216,52222,2389,75972,1875,2.822368421,928
0500000US20103,"Leavenworth County, Kansas",Leavenworth County,Kansas,62672,84307,285,101341,428,3.012924432,378
0500000US20105,"Lincoln County, Kansas",Lincoln County,Kansas,2271,52540,2360,70397,2346,2.895640687,676
0500000US20107,"Linn County, Kansas",Linn County,Kansas,7555,56697,2002,79456,1582,2.730906684,1338
0500000US20109,"Logan County, Kansas",Logan County,Kansas,2066,70382,806,91613,770,2.855759923,805
0500000US20111,"Lyon County, Kansas",Lyon County,Kansas,25069,56415,2027,71990,2218,2.778690813,1120
0500000US20113,"McPherson County, Kansas",McPherson County,Kansas,23658,71250,751,82937,1296,2.957646462,502
0500000US20115,"Marion County, Kansas",Marion County,Kansas,9356,60011,1651,80818,1475,2.834010261,888
0500000US20117,"Marshall County, Kansas",Marshall County,Kansas,7572,64306,1265,81259,1435,2.711436873,1436
0500000US20119,"Meade County, Kansas",Meade County,Kansas,2963,74063,615,118809,195,2.697941276,1508
0500000US20121,"Miami County, Kansas",Miami County,Kansas,26221,85564,267,102739,405,2.96026086,497
0500000US20123,"Mitchell County, Kansas",Mitchell County,Kansas,4473,63008,1373,76546,1822,2.945674044,532
0500000US20125,"Montgomery County, Kansas",Montgomery County,Kansas,23950,51513,2444,66032,2626,2.705052192,1473
0500000US20127,"Morris County, Kansas",Morris County,Kansas,4219,52866,2331,72380,2178,2.82649917,918
0500000US20129,"Morton County, Kansas",Morton County,Kansas,2001,57943,1875,72181,2199,2.536731634,2308
0500000US20131,"Nemaha County, Kansas",Nemaha County,Kansas,7428,72788,677,94845,631,2.826467421,919
0500000US20133,"Neosho County, Kansas",Neosho County,Kansas,11964,54894,2168,71079,2287,2.766382481,1173
0500000US20135,"Ness County, Kansas",Ness County,Kansas,2122,64907,1220,89559,857,2.713006598,1425
0500000US20137,"Norton County, Kansas",Norton County,Kansas,4376,52710,2349,72782,2140,2.717321755,1400
0500000US20139,"Osage County, Kansas",Osage County,Kansas,12098,66155,1126,76953,1782,2.668374938,1647
0500000US20141,"Osborne County, Kansas",Osborne County,Kansas,2748,58750,1783,73819,2052,2.847889374,836
0500000US20143,"Ottawa County, Kansas",Ottawa County,Kansas,4460,74551,600,85895,1071,2.892600897,690
0500000US20145,"Pawnee County, Kansas",Pawnee County,Kansas,5398,54141,2223,75010,1958,2.650611338,1733
0500000US20147,"Phillips County, Kansas",Phillips County,Kansas,3854,57611,1904,74849,1972,2.711987545,1434
0500000US20149,"Pottawatomie County, Kansas",Pottawatomie County,Kansas,18126,85241,272,97130,556,3.089484718,266
0500000US20151,"Pratt County, Kansas",Pratt County,Kansas,6868,61685,1497,79910,1542,2.877402446,735
0500000US20153,"Rawlins County, Kansas",Rawlins County,Kansas,1967,61827,1483,71305,2272,2.795119471,1035
0500000US20155,"Reno County, Kansas",Reno County,Kansas,48109,57390,1932,74762,1978,2.750899,1239
0500000US20157,"Republic County, Kansas",Republic County,Kansas,3589,54531,2199,70275,2355,2.93145723,576
0500000US20159,"Rice County, Kansas",Rice County,Kansas,7260,58523,1804,74985,1963,2.8184573,944
0500000US20161,"Riley County, Kansas",Riley County,Kansas,60624,56327,2034,79585,1569,3.201471364,146
0500000US20163,"Rooks County, Kansas",Rooks County,Kansas,3883,60821,1581,77922,1706,2.771568375,1152
0500000US20165,"Rush County, Kansas",Rush County,Kansas,2347,53523,2281,74989,1962,2.725607158,1365
0500000US20167,"Russell County, Kansas",Russell County,Kansas,5239,49929,2547,68506,2469,2.739454094,1291
0500000US20169,"Saline County, Kansas",Saline County,Kansas,41799,59887,1665,76189,1853,2.899279887,666
0500000US20171,"Scott County, Kansas",Scott County,Kansas,3771,53365,2293,71235,2277,2.612304429,1943
0500000US20173,"Sedgwick County, Kansas",Sedgwick County,Kansas,391274,65372,1179,88589,927,2.902188748,656
0500000US20175,"Seward County, Kansas",Seward County,Kansas,15146,57131,1963,72107,2209,2.270896606,3135
0500000US20177,"Shawnee County, Kansas",Shawnee County,Kansas,137117,63463,1332,84874,1148,2.928819913,584
0500000US20179,"Sheridan County, Kansas",Sheridan County,Kansas,1824,66719,1066,95576,597,2.85745614,799
0500000US20181,"Sherman County, Kansas",Sherman County,Kansas,4553,61404,1518,89437,870,2.736217878,1307
0500000US20183,"Smith County, Kansas",Smith County,Kansas,2866,50943,2484,74345,2012,2.786461968,1083
0500000US20185,"Stafford County, Kansas",Stafford County,Kansas,3083,60000,1652,82699,1313,2.809601038,981
0500000US20187,"Stanton County, Kansas",Stanton County,Kansas,1558,66000,1136,87817,965,2.481386393,2567
0500000US20189,"Stevens County, Kansas",Stevens County,Kansas,3737,67950,978,76991,1777,2.402997056,2870
0500000US20191,"Sumner County, Kansas",Sumner County,Kansas,17069,59397,1725,75973,1874,2.78077216,1111
0500000US20193,"Thomas County, Kansas",Thomas County,Kansas,6032,72417,693,95662,593,2.975629973,463
0500000US20195,"Trego County, Kansas",Trego County,Kansas,2272,77500,489,90516,815,2.838028169,873
0500000US20197,"Wabaunsee County, Kansas",Wabaunsee County,Kansas,5318,70000,840,87718,974,2.83527642,885
0500000US20199,"Wallace County, Kansas",Wallace County,Kansas,1140,57708,1894,72338,2182,2.856140351,802
0500000US20201,"Washington County, Kansas",Washington County,Kansas,4272,59432,1717,74689,1982,2.723782772,1373
0500000US20203,"Wichita County, Kansas",Wichita County,Kansas,1626,69551,869,94598,647,2.709102091,1446
0500000US20205,"Wilson County, Kansas",Wilson County,Kansas,6598,55439,2122,75208,1940,2.671718703,1628
0500000US20207,"Woodson County, Kansas",Woodson County,Kansas,2493,50670,2507,68094,2500,2.708784597,1447
0500000US20209,"Wyandotte County, Kansas",Wyandotte County,Kansas,122226,57771,1891,72423,2172,2.546823098,2260
0500000US21001,"Adair County, Kentucky",Adair County,Kentucky,15058,49690,2564,65724,2647,2.604396334,1995
0500000US21003,"Allen County, Kentucky",Allen County,Kentucky,16001,57159,1958,70978,2294,2.55071558,2235
0500000US21005,"Anderson County, Kentucky",Anderson County,Kentucky,18302,69885,850,85850,1076,2.765271555,1182
0500000US21007,"Ballard County, Kentucky",Ballard County,Kentucky,6187,57111,1965,77040,1773,2.625505091,1883
0500000US21009,"Barren County, Kentucky",Barren County,Kentucky,34097,48141,2650,67977,2510,2.494149045,2507
0500000US21011,"Bath County, Kentucky",Bath County,Kentucky,9528,51471,2448,75187,1941,2.397040302,2888
0500000US21013,"Bell County, Kentucky",Bell County,Kentucky,18988,33658,3118,46786,3136,2.315462397,3071
0500000US21015,"Boone County, Kentucky",Boone County,Kentucky,101143,91697,196,110633,280,3.000039548,409
0500000US21017,"Bourbon County, Kentucky",Bourbon County,Kentucky,15653,54580,2195,74117,2028,2.64243276,1781
0500000US21019,"Boyd County, Kentucky",Boyd County,Kentucky,37861,58327,1829,76156,1858,2.725892079,1364
0500000US21021,"Boyle County, Kentucky",Boyle County,Kentucky,24419,56568,2012,76729,1808,2.788033908,1075
0500000US21023,"Bracken County, Kentucky",Bracken County,Kentucky,6441,59911,1660,78058,1697,2.512342804,2429
0500000US21025,"Breathitt County, Kentucky",Breathitt County,Kentucky,10808,38209,3058,50811,3108,2.436713546,2751
0500000US21027,"Breckinridge County, Kentucky",Breckinridge County,Kentucky,15895,51756,2424,69871,2389,2.466435986,2633
0500000US21029,"Bullitt County, Kentucky",Bullitt County,Kentucky,64793,73900,622,88496,932,2.595048848,2037
0500000US21031,"Butler County, Kentucky",Butler County,Kentucky,9529,47589,2686,59302,2924,2.307482422,3089
0500000US21033,"Caldwell County, Kentucky",Caldwell County,Kentucky,9796,52488,2363,71682,2239,2.509697836,2443
0500000US21035,"Calloway County, Kentucky",Calloway County,Kentucky,30616,48276,2642,68254,2490,2.888946956,695
0500000US21037,"Campbell County, Kentucky",Campbell County,Kentucky,73871,71979,702,101730,423,3.097548429,250
0500000US21039,"Carlisle County, Kentucky",Carlisle County,Kentucky,3674,53065,2311,77657,1725,2.447740882,2701
0500000US21041,"Carroll County, Kentucky",Carroll County,Kentucky,7955,50625,2511,70237,2359,2.296417348,3109
0500000US21043,"Carter County, Kentucky",Carter County,Kentucky,20772,47004,2730,67304,2557,2.423599076,2796
0500000US21045,"Casey County, Kentucky",Casey County,Kentucky,12290,42190,2951,58686,2953,2.263628967,3137
0500000US21047,"Christian County, Kentucky",Christian County,Kentucky,52752,48920,2608,65876,2635,2.601304216,2012
0500000US21049,"Clark County, Kentucky",Clark County,Kentucky,28675,61878,1480,87594,986,2.656878814,1705
0500000US21051,"Clay County, Kentucky",Clay County,Kentucky,16116,37888,3063,49866,3116,2.262099777,3139
0500000US21053,"Clinton County, Kentucky",Clinton County,Kentucky,7292,41180,2984,57130,3002,2.38384531,2927
0500000US21055,"Crittenden County, Kentucky",Crittenden County,Kentucky,6975,45810,2799,67820,2519,2.426236559,2787
0500000US21057,"Cumberland County, Kentucky",Cumberland County,Kentucky,4692,40515,3002,52191,3090,2.393648764,2898
0500000US21059,"Daviess County, Kentucky",Daviess County,Kentucky,77917,64021,1294,83578,1244,2.797078943,1029
0500000US21061,"Edmonson County, Kentucky",Edmonson County,Kentucky,9914,53029,2319,65087,2679,2.353136978,3011
0500000US21063,"Elliott County, Kentucky",Elliott County,Kentucky,6099,39469,3029,51370,3100,2.22741433,3167
0500000US21065,"Estill County, Kentucky",Estill County,Kentucky,11066,39980,3017,52548,3086,2.220133743,3171
0500000US21067,"Fayette County, Kentucky",Fayette County,Kentucky,254973,66087,1132,96124,582,3.236762324,120
0500000US21069,"Fleming County, Kentucky",Fleming County,Kentucky,11416,46885,2737,65181,2671,2.417221444,2827
0500000US21071,"Floyd County, Kentucky",Floyd County,Kentucky,27850,38723,3043,55243,3048,2.38032316,2944
0500000US21073,"Franklin County, Kentucky",Franklin County,Kentucky,40706,62929,1383,86369,1041,2.920011792,606
0500000US21075,"Fulton County, Kentucky",Fulton County,Kentucky,5099,35449,3094,46463,3137,2.380074524,2946
0500000US21077,"Gallatin County, Kentucky",Gallatin County,Kentucky,6757,58641,1796,72527,2159,2.382122244,2938
0500000US21079,"Garrard County, Kentucky",Garrard County,Kentucky,13466,58263,1840,79557,1571,2.588370711,2070
0500000US21081,"Grant County, Kentucky",Grant County,Kentucky,18435,65461,1176,77012,1776,2.513534039,2421
0500000US21083,"Graves County, Kentucky",Graves County,Kentucky,27915,52526,2361,71040,2289,2.620634068,1911
0500000US21085,"Grayson County, Kentucky",Grayson County,Kentucky,20165,47024,2726,65162,2672,2.40510786,2861
0500000US21087,"Green County, Kentucky",Green County,Kentucky,8824,38595,3048,58189,2973,2.423390752,2798
0500000US21089,"Greenup County, Kentucky",Greenup County,Kentucky,28169,58562,1801,79161,1609,2.649650325,1737
0500000US21091,"Hancock County, Kentucky",Hancock County,Kentucky,6889,68102,961,79132,1612,2.534620409,2321
0500000US21093,"Hardin County, Kentucky",Hardin County,Kentucky,83720,64136,1281,89362,874,2.808002867,990
0500000US21095,"Harlan County, Kentucky",Harlan County,Kentucky,20407,35128,3099,51132,3104,2.334003038,3045
0500000US21097,"Harrison County, Kentucky",Harrison County,Kentucky,14522,58840,1778,74050,2039,2.557980994,2205
0500000US21099,"Hart County, Kentucky",Hart County,Kentucky,14611,45561,2813,60803,2867,2.274929847,3128
0500000US21101,"Henderson County, Kentucky",Henderson County,Kentucky,34624,56912,1981,72697,2147,2.639354205,1800
0500000US21103,"Henry County, Kentucky",Henry County,Kentucky,12042,58294,1834,75226,1936,2.434064109,2764
0500000US21105,"Hickman County, Kentucky",Hickman County,Kentucky,3597,68589,928,97007,562,2.574367528,2133
0500000US21107,"Hopkins County, Kentucky",Hopkins County,Kentucky,34903,54466,2205,67816,2520,2.55009598,2237
0500000US21109,"Jackson County, Kentucky",Jackson County,Kentucky,10007,38516,3049,52075,3091,2.185370241,3194
0500000US21111,"Jefferson County, Kentucky",Jefferson County,Kentucky,608210,66296,1109,93367,689,3.016262475,370
0500000US21113,"Jessamine County, Kentucky",Jessamine County,Kentucky,40818,69905,847,105419,345,2.87049831,748
0500000US21115,"Johnson County, Kentucky",Johnson County,Kentucky,17635,44231,2873,59346,2919,2.454437199,2683
0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,129445,76016,540,100475,452,3.011008536,385
0500000US21119,"Knott County, Kentucky",Knott County,Kentucky,11419,38336,3054,51962,3094,2.405990017,2858
0500000US21121,"Knox County, Kentucky",Knox County,Kentucky,23079,34254,3114,52729,3085,2.429048052,2777
0500000US21123,"Larue County, Kentucky",Larue County,Kentucky,11533,57867,1884,69024,2440,2.563253273,2183
0500000US21125,"Laurel County, Kentucky",Laurel County,Kentucky,48198,53693,2264,68970,2443,2.489543135,2535
0500000US21127,"Lawrence County, Kentucky",Lawrence County,Kentucky,12233,42488,2935,57756,2986,2.256519251,3145
0500000US21129,"Lee County, Kentucky",Lee County,Kentucky,5844,31682,3136,45719,3140,2.152121834,3205
0500000US21131,"Leslie County, Kentucky",Leslie County,Kentucky,8229,37019,3078,48176,3130,2.379268441,2947
0500000US21133,"Letcher County, Kentucky",Letcher County,Kentucky,16874,38466,3050,55991,3031,2.383844969,2928
0500000US21135,"Lewis County, Kentucky",Lewis County,Kentucky,10073,36662,3082,51822,3095,2.281842549,3119
0500000US21137,"Lincoln County, Kentucky",Lincoln County,Kentucky,18525,49487,2573,65270,2668,2.402105263,2872
0500000US21139,"Livingston County, Kentucky",Livingston County,Kentucky,7146,56125,2051,72767,2142,2.488385111,2540
0500000US21141,"Logan County, Kentucky",Logan County,Kentucky,20958,58869,1775,69316,2419,2.535356427,2315
0500000US21143,"Lyon County, Kentucky",Lyon County,Kentucky,7527,64081,1286,78816,1638,2.490368009,2526
0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,52843,58490,1809,87475,995,2.876710255,737
0500000US21147,"McCreary County, Kentucky",McCreary County,Kentucky,13206,35000,3102,46836,3135,2.219748599,3172
0500000US21149,"McLean County, Kentucky",McLean County,Kentucky,7019,64020,1295,81719,1394,2.644536259,1767
0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,73599,59797,1674,79635,1563,2.913545021,624
0500000US21153,"Magoffin County, Kentucky",Magoffin County,Kentucky,9035,31927,3131,48375,3128,2.238406198,3161
0500000US21155,"Marion County, Kentucky",Marion County,Kentucky,14937,49627,2569,62201,2809,2.420901118,2808
0500000US21157,"Marshall County, Kentucky",Marshall County,Kentucky,25269,64597,1242,79257,1601,2.776880763,1129
0500000US21159,"Martin County, Kentucky",Martin County,Kentucky,9115,45265,2826,60039,2893,2.307734504,3088
0500000US21161,"Mason County, Kentucky",Mason County,Kentucky,13172,48460,2633,81916,1370,2.687443061,1560
0500000US21163,"Meade County, Kentucky",Meade County,Kentucky,23341,68518,935,91215,789,2.599545864,2018
0500000US21165,"Menifee County, Kentucky",Menifee County,Kentucky,4811,43797,2888,57311,3000,2.326543338,3055
0500000US21167,"Mercer County, Kentucky",Mercer County,Kentucky,17751,60728,1589,71935,2222,2.708636133,1449
0500000US21169,"Metcalfe County, Kentucky",Metcalfe County,Kentucky,7929,46932,2731,58208,2970,2.439147433,2738
0500000US21171,"Monroe County, Kentucky",Monroe County,Kentucky,8721,47252,2709,63360,2762,2.442151129,2726
0500000US21173,"Montgomery County, Kentucky",Montgomery County,Kentucky,21647,53436,2289,66798,2585,2.524368273,2372
0500000US21175,"Morgan County, Kentucky",Morgan County,Kentucky,11248,46018,2791,65134,2674,2.414918208,2833
0500000US21177,"Muhlenberg County, Kentucky",Muhlenberg County,Kentucky,24338,50935,2485,78421,1672,2.441737201,2731
0500000US21179,"Nelson County, Kentucky",Nelson County,Kentucky,35880,66212,1119,86041,1061,2.74345039,1275
0500000US21181,"Nicholas County, Kentucky",Nicholas County,Kentucky,5800,57539,1917,66212,2613,2.274655172,3129
0500000US21183,"Ohio County, Kentucky",Ohio County,Kentucky,18198,52474,2367,67297,2558,2.437740411,2744
0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,50858,117334,43,153498,44,3.24969523,111
0500000US21187,"Owen County, Kentucky",Owen County,Kentucky,8794,56485,2022,72858,2129,2.442119627,2728
0500000US21189,"Owsley County, Kentucky",Owsley County,Kentucky,3303,32844,3124,47393,3133,2.151377536,3207
0500000US21191,"Pendleton County, Kentucky",Pendleton County,Kentucky,11200,58723,1788,74375,2008,2.470267857,2617
0500000US21193,"Perry County, Kentucky",Perry County,Kentucky,21549,45330,2824,70429,2344,2.453106873,2689
0500000US21195,"Pike County, Kentucky",Pike County,Kentucky,46316,41271,2981,59240,2929,2.45126954,2693
0500000US21197,"Powell County, Kentucky",Powell County,Kentucky,9933,38415,3051,59213,2932,2.392328602,2903
0500000US21199,"Pulaski County, Kentucky",Pulaski County,Kentucky,50775,48768,2619,70298,2352,2.575105859,2128
0500000US21201,"Robertson County, Kentucky",Robertson County,Kentucky,1647,53798,2251,68070,2505,2.434122647,2763
0500000US21203,"Rockcastle County, Kentucky",Rockcastle County,Kentucky,12696,45693,2809,63530,2752,2.35200063,3014
0500000US21205,"Rowan County, Kentucky",Rowan County,Kentucky,19775,50038,2537,75092,1949,2.791504425,1058
0500000US21207,"Russell County, Kentucky",Russell County,Kentucky,13895,48220,2647,61985,2825,2.496725441,2497
0500000US21209,"Scott County, Kentucky",Scott County,Kentucky,43169,80782,379,99498,477,2.980309945,448
0500000US21211,"Shelby County, Kentucky",Shelby County,Kentucky,37427,81012,377,100473,453,2.83576028,879
0500000US21213,"Simpson County, Kentucky",Simpson County,Kentucky,15004,55907,2072,69020,2441,2.52832578,2351
0500000US21215,"Spencer County, Kentucky",Spencer County,Kentucky,15022,101118,109,109491,290,2.731194248,1336
0500000US21217,"Taylor County, Kentucky",Taylor County,Kentucky,20005,63211,1355,76987,1778,2.709672582,1443
0500000US21219,"Todd County, Kentucky",Todd County,Kentucky,8983,57891,1879,81451,1413,2.366247356,2979
0500000US21221,"Trigg County, Kentucky",Trigg County,Kentucky,11088,55864,2083,70898,2301,2.663961039,1669
0500000US21223,"Trimble County, Kentucky",Trimble County,Kentucky,6675,66492,1087,74263,2018,2.434756554,2760
0500000US21225,"Union County, Kentucky",Union County,Kentucky,10978,58260,1841,70108,2368,2.455092002,2681
0500000US21227,"Warren County, Kentucky",Warren County,Kentucky,104224,63074,1370,87002,1011,2.892779014,687
0500000US21229,"Washington County, Kentucky",Washington County,Kentucky,9283,65456,1177,76390,1836,2.605407735,1990
0500000US21231,"Wayne County, Kentucky",Wayne County,Kentucky,15624,41583,2972,62297,2806,2.326036866,3058
0500000US21233,"Webster County, Kentucky",Webster County,Kentucky,9941,55451,2121,65556,2656,2.369178151,2971
0500000US21235,"Whitley County, Kentucky",Whitley County,Kentucky,27308,44332,2869,61934,2830,2.506884429,2456
0500000US21237,"Wolfe County, Kentucky",Wolfe County,Kentucky,5070,28666,3148,36089,3162,2.080276134,3213
0500000US21239,"Woodford County, Kentucky",Woodford County,Kentucky,21036,78295,459,95331,602,3.054810801,308
0500000US22001,"Acadia Parish, Louisiana",Acadia Parish,Louisiana,42765,44977,2837,66417,2603,2.326856074,3054
0500000US22003,"Allen Parish, Louisiana",Allen Parish,Louisiana,17571,52755,2342,68154,2493,2.291616869,3112
0500000US22005,"Ascension Parish, Louisiana",Ascension Parish,Louisiana,93406,93800,168,112217,268,2.811607391,971
0500000US22007,"Assumption Parish, Louisiana",Assumption Parish,Louisiana,16644,47023,2727,71916,2223,2.306777217,3091
0500000US22009,"Avoyelles Parish, Louisiana",Avoyelles Parish,Louisiana,30181,38696,3045,59355,2918,2.348895,3017
0500000US22011,"Beauregard Parish, Louisiana",Beauregard Parish,Louisiana,27409,68525,934,85994,1065,2.548980262,2246
0500000US22013,"Bienville Parish, Louisiana",Bienville Parish,Louisiana,10055,34268,3112,50794,3109,2.378418697,2950
0500000US22015,"Bossier Parish, Louisiana",Bossier Parish,Louisiana,97138,64598,1241,85431,1106,2.840042002,867
0500000US22017,"Caddo Parish, Louisiana",Caddo Parish,Louisiana,180485,47572,2687,75055,1950,2.715477741,1414
0500000US22019,"Calcasieu Parish, Louisiana",Calcasieu Parish,Louisiana,158211,64370,1259,88202,950,2.720847476,1382
0500000US22021,"Caldwell Parish, Louisiana",Caldwell Parish,Louisiana,7443,45707,2807,75489,1915,2.253795513,3147
0500000US22023,"Cameron Parish, Louisiana",Cameron Parish,Louisiana,4317,69847,852,87243,1005,2.547139217,2255
0500000US22025,"Catahoula Parish, Louisiana",Catahoula Parish,Louisiana,6947,48259,2645,66583,2596,2.314524255,3076
0500000US22027,"Claiborne Parish, Louisiana",Claiborne Parish,Louisiana,11511,32034,3130,49243,3121,2.250977326,3151
0500000US22029,"Concordia Parish, Louisiana",Concordia Parish,Louisiana,14249,38929,3036,57685,2987,2.46719068,2631
0500000US22031,"De Soto Parish, Louisiana",De Soto Parish,Louisiana,20429,49807,2555,72336,2183,2.437515297,2748
0500000US22033,"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish,Louisiana,353133,62083,1461,93990,661,3.01575044,373
0500000US22035,"East Carroll Parish, Louisiana",East Carroll Parish,Louisiana,5696,30856,3141,60044,2892,2.085498596,3212
0500000US22037,"East Feliciana Parish, Louisiana",East Feliciana Parish,Louisiana,16120,64709,1233,92942,705,2.436414392,2754
0500000US22039,"Evangeline Parish, Louisiana",Evangeline Parish,Louisiana,24256,34526,3108,54793,3057,2.251319261,3150
0500000US22041,"Franklin Parish, Louisiana",Franklin Parish,Louisiana,14836,41129,2986,62149,2814,2.319290914,3069
0500000US22043,"Grant Parish, Louisiana",Grant Parish,Louisiana,17587,57362,1938,75336,1929,2.321487462,3064
0500000US22045,"Iberia Parish, Louisiana",Iberia Parish,Louisiana,52198,55190,2147,72619,2152,2.383807809,2929
0500000US22047,"Iberville Parish, Louisiana",Iberville Parish,Louisiana,24022,59410,1721,77666,1723,2.391432853,2907
0500000US22049,"Jackson Parish, Louisiana",Jackson Parish,Louisiana,11842,40406,3004,57124,3003,2.36818105,2973
0500000US22051,"Jefferson Parish, Louisiana",Jefferson Parish,Louisiana,339919,63257,1349,87728,972,2.816315063,952
0500000US22053,"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish,Louisiana,24151,52470,2368,73722,2059,2.445571612,2712
0500000US22055,"Lafayette Parish, Louisiana",Lafayette Parish,Louisiana,185265,66617,1077,93264,694,2.907570237,644
0500000US22057,"Lafourche Parish, Louisiana",Lafourche Parish,Louisiana,75065,61381,1519,83072,1287,2.469539732,2621
0500000US22059,"LaSalle Parish, Louisiana",LaSalle Parish,Louisiana,11550,59926,1658,79073,1617,2.455497835,2677
0500000US22061,"Lincoln Parish, Louisiana",Lincoln Parish,Louisiana,38862,37001,3079,62188,2810,2.932015851,574
0500000US22063,"Livingston Parish, Louisiana",Livingston Parish,Louisiana,106946,77978,473,93117,701,2.650318853,1734
0500000US22065,"Madison Parish, Louisiana",Madison Parish,Louisiana,7457,34508,3109,56215,3028,2.322247553,3063
0500000US22067,"Morehouse Parish, Louisiana",Morehouse Parish,Louisiana,19547,37875,3064,57055,3004,2.393359595,2900
0500000US22069,"Natchitoches Parish, Louisiana",Natchitoches Parish,Louisiana,28968,41310,2979,65033,2681,2.642743717,1780
0500000US22071,"Orleans Parish, Louisiana",Orleans Parish,Louisiana,305680,51116,2466,84158,1196,3.080780555,276
0500000US22073,"Ouachita Parish, Louisiana",Ouachita Parish,Louisiana,120501,49261,2586,74687,1983,2.751313267,1237
0500000US22075,"Plaquemines Parish, Louisiana",Plaquemines Parish,Louisiana,17472,77996,471,98008,526,2.643028846,1774
0500000US22077,"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish,Louisiana,16238,53045,2315,75386,1927,2.407069836,2854
0500000US22079,"Rapides Parish, Louisiana",Rapides Parish,Louisiana,97338,55407,2126,78704,1643,2.642092502,1782
0500000US22081,"Red River Parish, Louisiana",Red River Parish,Louisiana,5832,43821,2886,58820,2945,2.245541838,3157
0500000US22083,"Richland Parish, Louisiana",Richland Parish,Louisiana,15263,48125,2652,66114,2623,2.40522833,2859
0500000US22085,"Sabine Parish, Louisiana",Sabine Parish,Louisiana,17048,40777,2996,60497,2876,2.391952135,2904
0500000US22087,"St. Bernard Parish, Louisiana",St. Bernard Parish,Louisiana,32549,55857,2085,73752,2057,2.525484654,2369
0500000US22089,"St. Charles Parish, Louisiana",St. Charles Parish,Louisiana,39553,79191,436,103356,386,2.796602028,1031
0500000US22091,"St. Helena Parish, Louisiana",St. Helena Parish,Louisiana,8652,46402,2766,59719,2901,2.303975959,3097
0500000US22093,"St. James Parish, Louisiana",St. James Parish,Louisiana,15612,62946,1381,85748,1085,2.624391494,1893
0500000US22095,"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish,Louisiana,31721,65114,1201,82424,1331,2.529113206,2345
0500000US22097,"St. Landry Parish, Louisiana",St. Landry Parish,Louisiana,60737,44478,2866,62361,2803,2.335100515,3044
0500000US22099,"St. Martin Parish, Louisiana",St. Martin Parish,Louisiana,39420,50806,2493,71266,2274,2.359791984,2997
0500000US22101,"St. Mary Parish, Louisiana",St. Mary Parish,Louisiana,37393,47322,2706,66683,2589,2.304040863,3096
0500000US22103,"St. Tammany Parish, Louisiana",St. Tammany Parish,Louisiana,203440,76914,513,103990,373,3.003843885,398
0500000US22105,"Tangipahoa Parish, Louisiana",Tangipahoa Parish,Louisiana,101443,55274,2134,75429,1920,2.57378035,2135
0500000US22107,"Tensas Parish, Louisiana",Tensas Parish,Louisiana,3222,35653,3093,52353,3088,2.273432651,3131
0500000US22109,"Terrebonne Parish, Louisiana",Terrebonne Parish,Louisiana,81542,63088,1368,83074,1286,2.474418091,2597
0500000US22111,"Union Parish, Louisiana",Union Parish,Louisiana,16488,47068,2721,67629,2533,2.479075691,2577
0500000US22113,"Vermilion Parish, Louisiana",Vermilion Parish,Louisiana,42829,56194,2045,74911,1968,2.500992318,2481
0500000US22115,"Vernon Parish, Louisiana",Vernon Parish,Louisiana,36198,56547,2016,72993,2122,2.553759876,2218
0500000US22117,"Washington Parish, Louisiana",Washington Parish,Louisiana,35011,41803,2961,62460,2793,2.344777356,3029
